Barrio,Titulo,Sup. Terreno,Frente,Contrafrente,Lat Derecho,Lat Izquierdo,LFI,LIB,Zonificacion,Mixtura Usos,Alt. Max.,Cant. Pisos,Sup. Vendible,Sup. Edif. Cub.,Precio,Plusvalia,Factibilidad
Nueva Pompeya,CASEROS  3874/98,549.93m2,31.78m,21.53m,14.76m,30.77m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,6739.93m2,,U$S  395.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/741
Nuñez,JUANA AZURDUY 2480,295.67m2,8.66m,8.58m,34.10m,34.50m,21.77 m,m,CM  (Codigo Anterior : C3I - FOT: 4),MIXTURA  2,,PB + 10 PISOS + 2 RETIROS,1897.64m2,,U$S  890.000,PLUSVALIA  U$S 82.057,https://lideresenterrenos.com.ar/estudioTerreno/926
Palermo,MALABIA 1459,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,"Ravignani, Emilio, Dr. 1385",247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,GORRITI 3930,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,CESPEDES 2319,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,NICETO VEGA 5035,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,"CABRERA, JOSE, ANTONIO 3730",247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,DARWIN 1429,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,JULIAN ALVAREZ 1105,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,Uriarte 1296,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,CORDOBA  4261,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,CIUDAD DE LA PAZ 321,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,"Cabrera, Jose A.  4410",247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,MALABIA 1270,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Palermo,CORDOBA 4175,247.22m2,9.95m,11m,22.40m,27.30m,No Alcanzada,m,CM  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 4,,PB + 10 PISOS + 2 RETIROS,1922.90m2,,U$S  780.000,PLUSVALIA  U$S 96.039,https://lideresenterrenos.com.ar/estudioTerreno/624
Parque Avellaneda,BONIFACIO 3960,239.59m2,8.77m,9.15m,28m,25.48m,21.23 m,m,USAA  (Codigo Anterior : R2AII - FOT: 3.46),MIXTURA 3,,PB + 7 PISOS + 2 RETIROS,1096.49m2,,U$S  230.000,PLUSVALIA  U$S 3.294,https://lideresenterrenos.com.ar/estudioTerreno/788
Parque Chacabuco,GREGORIO LAFERRERE 1127,124.61m2,10.10m,10.20m,13.50m,13.64m,No Alcanzada,m,USAM  (Codigo Anterior : R2BI - FOT: 1.6 +25%),MIXTURA  2,,PB + 5 PISOS + 2 RETIROS,913.98m2,,U$S  950.000,PLUSVALIA  U$S 6.448,https://lideresenterrenos.com.ar/estudioTerreno/585
Parque Chacabuco,VIEL 1361,124.61m2,10.10m,10.20m,13.50m,13.64m,No Alcanzada,m,USAM  (Codigo Anterior : R2BI - FOT: 1.6 +25%),MIXTURA  2,,PB + 5 PISOS + 2 RETIROS,913.98m2,,U$S  950.000,PLUSVALIA  U$S 6.448,https://lideresenterrenos.com.ar/estudioTerreno/585
Parque Chacabuco,SENILLOSA 1197,124.61m2,10.10m,10.20m,13.50m,13.64m,No Alcanzada,m,USAM  (Codigo Anterior : R2BI - FOT: 1.6 +25%),MIXTURA  2,,PB + 5 PISOS + 2 RETIROS,913.98m2,,U$S  950.000,PLUSVALIA  U$S 6.448,https://lideresenterrenos.com.ar/estudioTerreno/585
Parque Chas,GANDARA 2923,420.55m2,8.66m,8.70m,47.90m,49m,30.09 m,40.12 m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,1503.35m2,,U$S  355.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/773
Parque Chas,AVALOS 1135,420.55m2,8.66m,8.70m,47.90m,49m,30.09 m,40.12 m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,1503.35m2,,U$S  355.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/773
Parque Chas,AV DE LOS INCAS 5441,420.55m2,8.66m,8.70m,47.90m,49m,30.09 m,40.12 m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,1503.35m2,,U$S  355.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/773
Parque Chas,ARISMENDI  2753,420.55m2,8.66m,8.70m,47.90m,49m,30.09 m,40.12 m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,1503.35m2,,U$S  355.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/773
Parque Chas,LLERENA 3138,420.55m2,8.66m,8.70m,47.90m,49m,30.09 m,40.12 m,USAM  (Codigo Anterior : E3 - FOT: 3),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,1503.35m2,,U$S  355.000,PLUSVALIA  U$S 0,https://lideresenterrenos.com.ar/estudioTerreno/773
Parque Patricios,LUNA 388,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,Jujuy 1820 esq Brasil 2600,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,AV BRASIL 3098,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,CATAMARCA  2010,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,INCLAN  2576,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,COLONIA 201,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Parque Patricios,Dean Funes  1720,186.79m2,8.65m,8.53m,21.62m,21.87m,No Alcanzada,m,USAB 2  (Codigo Anterior : R2bI - FOT: 1.6),MIXTURA  2,,PB + 3 PISOS + 1 RETIRO,513.64m2,,U$S  260.000,PLUSVALIA  U$S 38.816,https://lideresenterrenos.com.ar/estudioTerreno/1581
Recoleta,FRENCH  2675,196.83m2,8.57m,8.30m,23.30m,23.37m,20.36 m,m,CM  (Codigo Anterior : R2aI - FOT: 3.32),MIXTURA  2,,PB + 10 PISOS + 2 RETIROS,1537.18m2,,U$S  1.650.000,PLUSVALIA  U$S 116.094,https://lideresenterrenos.com.ar/estudioTerreno/1483
Recoleta,CHARCAS 2886,196.83m2,8.57m,8.30m,23.30m,23.37m,20.36 m,m,CM  (Codigo Anterior : R2aI - FOT: 3.32),MIXTURA  2,,PB + 10 PISOS + 2 RETIROS,1537.18m2,,U$S  1.650.000,PLUSVALIA  U$S 116.094,https://lideresenterrenos.com.ar/estudioTerreno/1483
Recoleta,URIBURU 1159,196.83m2,8.57m,8.30m,23.30m,23.37m,20.36 m,m,CM  (Codigo Anterior : R2aI - FOT: 3.32),MIXTURA  2,,PB + 10 PISOS + 2 RETIROS,1537.18m2,,U$S  1.650.000,PLUSVALIA  U$S 116.094,https://lideresenterrenos.com.ar/estudioTerreno/1483
Saavedra,CIUDAD DE LA PAZ 3870,152.37m2,8.66m,8.66m,17.49m,17.70m,No Alcanzada,m,USAA  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 7 PISOS + 2 RETIROS,1000.37m2,,U$S  8.900.000,PLUSVALIA  U$S 364.572,https://lideresenterrenos.com.ar/estudioTerreno/925
Saavedra,JARAMILLO 2710,152.37m2,8.66m,8.66m,17.49m,17.70m,No Alcanzada,m,USAA  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 7 PISOS + 2 RETIROS,1000.37m2,,U$S  8.900.000,PLUSVALIA  U$S 364.572,https://lideresenterrenos.com.ar/estudioTerreno/925
Saavedra,ROQUE PEREZ 4844,152.37m2,8.66m,8.66m,17.49m,17.70m,No Alcanzada,m,USAA  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 7 PISOS + 2 RETIROS,1000.37m2,,U$S  8.900.000,PLUSVALIA  U$S 364.572,https://lideresenterrenos.com.ar/estudioTerreno/925
Saavedra,RICARDO BALBIN 3675,152.37m2,8.66m,8.66m,17.49m,17.70m,No Alcanzada,m,USAA  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 7 PISOS + 2 RETIROS,1000.37m2,,U$S  8.900.000,PLUSVALIA  U$S 364.572,https://lideresenterrenos.com.ar/estudioTerreno/925
Saavedra,"Balbin, Ricardo, Dr. Av.  4607",152.37m2,8.66m,8.66m,17.49m,17.70m,No Alcanzada,m,USAA  (Codigo Anterior : R2BI - FOT: 1.6),MIXTURA  2,,PB + 7 PISOS + 2 RETIROS,1000.37m2,,U$S  8.900.000,PLUSVALIA  U$S 364.572,https://lideresenterrenos.com.ar/estudioTerreno/925
"Saavedra, Buenos Aires, Argentina",CABILDO 4932,126.36m2,9.79m,8.67m,12.52m,17.23m,No Alcanzada,m,USAA  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 3,,PB + 7 PISOS + 2 RETIROS,1051.60m2,,U$S  1.800.000,PLUSVALIA  U$S 304.629,https://lideresenterrenos.com.ar/estudioTerreno/688
"Saavedra, Buenos Aires, Argentina",WASHINGTON 3950,126.36m2,9.79m,8.67m,12.52m,17.23m,No Alcanzada,m,USAA  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 3,,PB + 7 PISOS + 2 RETIROS,1051.60m2,,U$S  1.800.000,PLUSVALIA  U$S 304.629,https://lideresenterrenos.com.ar/estudioTerreno/688
"Saavedra, Buenos Aires, Argentina",Ricardo Balbin  3801,126.36m2,9.79m,8.67m,12.52m,17.23m,No Alcanzada,m,USAA  (Codigo Anterior : C3II - FOT: LIBRE),MIXTURA 3,,PB + 7 PISOS + 2 RETIROS,1051.60m2,,U$S  1.800.000,PLUSVALIA  U$S 304.629,https://lideresenterrenos.com.ar/estudioTerreno/688
San Cristobal,HUMBERTO 1°  2651,190.57m2,8.70m,8.68m,21.95m,21.91m,23.21 m,m,USAM  (Codigo Anterior : R2AII - FOT: 2.77),MIXTURA 3,,PB + 5 PISOS + 2 RETIROS,843.36m2,,U$S  500.000,PLUSVALIA  U$S 48.830,https://lideresenterrenos.com.ar/estudioTerreno/1138
