,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/VeroDelgadilloG/status/1722085818192564426,2023-11-08 02:57:08.000,0.35953558683395387,0.002462751193855002,0.25832247734069824,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1722085818192564426,2,0,35,1365
twitter.com/VeroDelgadilloG/status/1715155080536814054,2023-10-19 23:56:51.000,0.35953558683395387,0.002462751193855002,0.25832247734069824,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1715155080536814054,0,0,7,230
twitter.com/VeroDelgadilloG/status/1733694904277102894,2023-12-10 03:47:30.000,0.8001349925994873,0.12327591763703757,0.3476232886314392,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1733694904277102894,1,5,7,566
twitter.com/VeroDelgadilloG/status/1735774330909294633,2023-12-15 21:30:24.000,0.8001349925994873,0.12327591763703757,0.3476232886314392,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1735774330909294633,7,2,38,839
twitter.com/VeroDelgadilloG/status/1715925957176185287,2023-10-22 03:00:03.000,0.697763958147594,0.42671843193638886,0.8525005664144244,Aprobacion/Alegria,Neutral,Aprobacion/Alegria,twitter.com/VeroDelgadilloG/status/1715925957176185287,1,5,30,1189
twitter.com/VeroDelgadilloG/status/1715752314173296900,2023-10-21 15:30:03.000,0.16444408893585205,0.0003657542978213662,0.0034334659576416016,Enojo/Molestia,Mucho Enojo/Molestia,Mucho Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1715752314173296900,0,2,11,495
twitter.com/VeroDelgadilloG/status/1719775549785292818,2023-11-01 17:56:57.000,0.39698957800865176,0.09983856471590095,0.3475681900978088,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1719775549785292818,6,7,49,1514
twitter.com/VeroDelgadilloG/status/1729314358965219739,2023-11-28 01:40:46.000,0.39698957800865176,0.09983856471590095,0.3475681900978088,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1729314358965219739,1,0,8,325
twitter.com/VeroDelgadilloG/status/1722654985601622065,2023-11-09 16:38:48.000,0.8003302291035652,0.49228378930965333,0.5815561264753342,Aprobacion/Alegria,Neutral,Neutral,twitter.com/VeroDelgadilloG/status/1722654985601622065,2,4,20,960
twitter.com/VeroDelgadilloG/status/1720185271340425307,2023-11-02 21:05:02.000,0.31647427763257713,0.17064022682174868,0.3380452479634966,Enojo/Molestia,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1720185271340425307,2,7,20,1545
